phase,analysis,gene1,gene2,dataset,method,status,pdf_path,timestamp
2,heme_consecutive,CPOX,PPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__CPOX_vs_PPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:05
2,heme_consecutive,PPOX,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__PPOX_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:10
2,heme_nonconsecutive,HMBS,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__HMBS_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:14
2,heme_nonconsecutive,ALAS1,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__ALAS1_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:17
2,heme_nonconsecutive,HMBS,PPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__HMBS_vs_PPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:22
2,chromatin_vs_heme,H2AFZ,ALAS1,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_ALAS1__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:24
2,chromatin_vs_heme,H2AFZ,ALAD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:28
2,chromatin_vs_heme,H2AFZ,HMBS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_HMBS__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:31
2,chromatin_vs_heme,H2AFZ,UROS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_UROS__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:36
2,chromatin_vs_heme,H2AFZ,UROD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_UROD__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:41
2,chromatin_vs_heme,H2AFZ,CPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_CPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:45
2,chromatin_vs_heme,H2AFZ,PPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_PPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:50
2,chromatin_vs_heme,H2AFZ,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:54
2,chromatin_vs_heme,ATAD2,ALAS1,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_ALAS1__DLBC_Tumor__spearman.pdf,2026-09-11T13:45:59
2,chromatin_vs_heme,ATAD2,ALAD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_ALAD__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:02
2,chromatin_vs_heme,ATAD2,HMBS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:08
2,chromatin_vs_heme,ATAD2,UROS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_UROS__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:12
2,chromatin_vs_heme,ATAD2,UROD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_UROD__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:15
2,chromatin_vs_heme,ATAD2,CPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_CPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:18
2,chromatin_vs_heme,ATAD2,PPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:21
2,chromatin_vs_heme,ATAD2,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:24
2,chromatin_vs_heme,BRD4,ALAS1,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_ALAS1__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:27
2,chromatin_vs_heme,BRD4,ALAD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_ALAD__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:30
2,chromatin_vs_heme,BRD4,HMBS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_HMBS__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:35
2,chromatin_vs_heme,BRD4,UROS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_UROS__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:37
2,chromatin_vs_heme,BRD4,UROD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_UROD__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:42
2,chromatin_vs_heme,BRD4,CPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_CPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:47
2,chromatin_vs_heme,BRD4,PPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_PPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:51
2,chromatin_vs_heme,BRD4,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:54
2,chromatin_vs_heme,BRD2,ALAS1,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__DLBC_Tumor__spearman.pdf,2026-09-11T13:46:58
2,chromatin_vs_heme,BRD2,ALAD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_ALAD__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:01
2,chromatin_vs_heme,BRD2,HMBS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_HMBS__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:06
2,chromatin_vs_heme,BRD2,UROS,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_UROS__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:10
2,chromatin_vs_heme,BRD2,UROD,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_UROD__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:13
2,chromatin_vs_heme,BRD2,CPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_CPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:17
2,chromatin_vs_heme,BRD2,PPOX,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_PPOX__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:19
2,chromatin_vs_heme,BRD2,FECH,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_FECH__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:22
2,positive_control,E2F1,CCNE1,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__positive_control__E2F1_vs_CCNE1__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:25
2,positive_control,CDK2,CCNE1,DLBC_Tumor,spearman,success,./gepia_pdfs/ph2__positive_control__CDK2_vs_CCNE1__DLBC_Tumor__spearman.pdf,2026-09-11T13:47:30
2,heme_consecutive,ALAS1,ALAD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__ALAS1_vs_ALAD__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:33
2,heme_consecutive,ALAD,HMBS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__ALAD_vs_HMBS__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:38
2,heme_consecutive,HMBS,UROS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__HMBS_vs_UROS__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:40
2,heme_consecutive,UROS,UROD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__UROS_vs_UROD__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:43
2,heme_consecutive,UROD,CPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__UROD_vs_CPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:46
2,heme_consecutive,CPOX,PPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__CPOX_vs_PPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:49
2,heme_consecutive,PPOX,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__PPOX_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:52
2,heme_nonconsecutive,HMBS,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__HMBS_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:55
2,heme_nonconsecutive,ALAS1,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__ALAS1_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:47:58
2,heme_nonconsecutive,HMBS,PPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__HMBS_vs_PPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:01
2,chromatin_vs_heme,H2AFZ,ALAS1,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_ALAS1__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:03
2,chromatin_vs_heme,H2AFZ,ALAD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:07
2,chromatin_vs_heme,H2AFZ,HMBS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_HMBS__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:10
2,chromatin_vs_heme,H2AFZ,UROS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_UROS__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:13
2,chromatin_vs_heme,H2AFZ,UROD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_UROD__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:16
2,chromatin_vs_heme,H2AFZ,CPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_CPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:18
2,chromatin_vs_heme,H2AFZ,PPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_PPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:22
2,chromatin_vs_heme,H2AFZ,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:25
2,chromatin_vs_heme,ATAD2,ALAS1,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_ALAS1__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:28
2,chromatin_vs_heme,ATAD2,ALAD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_ALAD__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:32
2,chromatin_vs_heme,ATAD2,HMBS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:34
2,chromatin_vs_heme,ATAD2,UROS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_UROS__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:37
2,chromatin_vs_heme,ATAD2,UROD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_UROD__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:40
2,chromatin_vs_heme,ATAD2,CPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_CPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:45
2,chromatin_vs_heme,ATAD2,PPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:47
2,chromatin_vs_heme,ATAD2,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:50
2,chromatin_vs_heme,BRD4,ALAS1,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_ALAS1__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:55
2,chromatin_vs_heme,BRD4,ALAD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_ALAD__ESCA_Tumor__spearman.pdf,2026-09-11T13:48:59
2,chromatin_vs_heme,BRD4,HMBS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_HMBS__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:04
2,chromatin_vs_heme,BRD4,UROS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_UROS__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:08
2,chromatin_vs_heme,BRD4,UROD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_UROD__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:11
2,chromatin_vs_heme,BRD4,CPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_CPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:15
2,chromatin_vs_heme,BRD4,PPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_PPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:20
2,chromatin_vs_heme,BRD4,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:25
2,chromatin_vs_heme,BRD2,ALAS1,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:28
2,chromatin_vs_heme,BRD2,ALAD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_ALAD__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:31
2,chromatin_vs_heme,BRD2,HMBS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_HMBS__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:34
2,chromatin_vs_heme,BRD2,UROS,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_UROS__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:38
2,chromatin_vs_heme,BRD2,UROD,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_UROD__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:43
2,chromatin_vs_heme,BRD2,CPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_CPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:46
2,chromatin_vs_heme,BRD2,PPOX,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_PPOX__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:51
2,chromatin_vs_heme,BRD2,FECH,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_FECH__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:55
2,positive_control,E2F1,CCNE1,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__positive_control__E2F1_vs_CCNE1__ESCA_Tumor__spearman.pdf,2026-09-11T13:49:58
2,positive_control,CDK2,CCNE1,ESCA_Tumor,spearman,success,./gepia_pdfs/ph2__positive_control__CDK2_vs_CCNE1__ESCA_Tumor__spearman.pdf,2026-09-11T13:50:03
2,heme_consecutive,ALAS1,ALAD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__ALAS1_vs_ALAD__GBM_Tumor__spearman.pdf,2026-09-11T13:50:08
2,heme_consecutive,ALAD,HMBS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__ALAD_vs_HMBS__GBM_Tumor__spearman.pdf,2026-09-11T13:50:10
2,heme_consecutive,HMBS,UROS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__HMBS_vs_UROS__GBM_Tumor__spearman.pdf,2026-09-11T13:50:14
2,heme_consecutive,UROS,UROD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__UROS_vs_UROD__GBM_Tumor__spearman.pdf,2026-09-11T13:50:16
2,heme_consecutive,UROD,CPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__UROD_vs_CPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:50:21
2,heme_consecutive,CPOX,PPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__CPOX_vs_PPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:50:25
2,heme_consecutive,PPOX,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__PPOX_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:50:31
2,heme_nonconsecutive,HMBS,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__HMBS_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:50:35
2,heme_nonconsecutive,ALAS1,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__ALAS1_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:50:40
2,heme_nonconsecutive,HMBS,PPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__heme_nonconsecutive__HMBS_vs_PPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:50:45
2,chromatin_vs_heme,H2AFZ,ALAS1,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_ALAS1__GBM_Tumor__spearman.pdf,2026-09-11T13:50:50
2,chromatin_vs_heme,H2AFZ,ALAD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__GBM_Tumor__spearman.pdf,2026-09-11T13:50:53
2,chromatin_vs_heme,H2AFZ,HMBS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_HMBS__GBM_Tumor__spearman.pdf,2026-09-11T13:50:55
2,chromatin_vs_heme,H2AFZ,UROS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_UROS__GBM_Tumor__spearman.pdf,2026-09-11T13:51:00
2,chromatin_vs_heme,H2AFZ,UROD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_UROD__GBM_Tumor__spearman.pdf,2026-09-11T13:51:04
2,chromatin_vs_heme,H2AFZ,CPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_CPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:51:08
2,chromatin_vs_heme,H2AFZ,PPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_PPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:51:13
2,chromatin_vs_heme,H2AFZ,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__H2AFZ_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:51:17
2,chromatin_vs_heme,ATAD2,ALAS1,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_ALAS1__GBM_Tumor__spearman.pdf,2026-09-11T13:51:20
2,chromatin_vs_heme,ATAD2,ALAD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_ALAD__GBM_Tumor__spearman.pdf,2026-09-11T13:51:25
2,chromatin_vs_heme,ATAD2,HMBS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_HMBS__GBM_Tumor__spearman.pdf,2026-09-11T13:51:29
2,chromatin_vs_heme,ATAD2,UROS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_UROS__GBM_Tumor__spearman.pdf,2026-09-11T13:51:34
2,chromatin_vs_heme,ATAD2,UROD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_UROD__GBM_Tumor__spearman.pdf,2026-09-11T13:51:39
2,chromatin_vs_heme,ATAD2,CPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_CPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:51:42
2,chromatin_vs_heme,ATAD2,PPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_PPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:51:46
2,chromatin_vs_heme,ATAD2,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__ATAD2_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:51:50
2,chromatin_vs_heme,BRD4,ALAS1,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_ALAS1__GBM_Tumor__spearman.pdf,2026-09-11T13:51:54
2,chromatin_vs_heme,BRD4,ALAD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_ALAD__GBM_Tumor__spearman.pdf,2026-09-11T13:51:57
2,chromatin_vs_heme,BRD4,HMBS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_HMBS__GBM_Tumor__spearman.pdf,2026-09-11T13:52:01
2,chromatin_vs_heme,BRD4,UROS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_UROS__GBM_Tumor__spearman.pdf,2026-09-11T13:52:03
2,chromatin_vs_heme,BRD4,UROD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_UROD__GBM_Tumor__spearman.pdf,2026-09-11T13:52:05
2,chromatin_vs_heme,BRD4,CPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_CPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:52:08
2,chromatin_vs_heme,BRD4,PPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_PPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:52:11
2,chromatin_vs_heme,BRD4,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD4_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:52:13
2,chromatin_vs_heme,BRD2,ALAS1,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_ALAS1__GBM_Tumor__spearman.pdf,2026-09-11T13:52:19
2,chromatin_vs_heme,BRD2,ALAD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_ALAD__GBM_Tumor__spearman.pdf,2026-09-11T13:52:23
2,chromatin_vs_heme,BRD2,HMBS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_HMBS__GBM_Tumor__spearman.pdf,2026-09-11T13:52:26
2,chromatin_vs_heme,BRD2,UROS,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_UROS__GBM_Tumor__spearman.pdf,2026-09-11T13:52:30
2,chromatin_vs_heme,BRD2,UROD,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_UROD__GBM_Tumor__spearman.pdf,2026-09-11T13:52:32
2,chromatin_vs_heme,BRD2,CPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_CPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:52:37
2,chromatin_vs_heme,BRD2,PPOX,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_PPOX__GBM_Tumor__spearman.pdf,2026-09-11T13:52:39
2,chromatin_vs_heme,BRD2,FECH,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__chromatin_vs_heme__BRD2_vs_FECH__GBM_Tumor__spearman.pdf,2026-09-11T13:52:45
2,positive_control,E2F1,CCNE1,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__positive_control__E2F1_vs_CCNE1__GBM_Tumor__spearman.pdf,2026-09-11T13:52:48
2,positive_control,CDK2,CCNE1,GBM_Tumor,spearman,success,./gepia_pdfs/ph2__positive_control__CDK2_vs_CCNE1__GBM_Tumor__spearman.pdf,2026-09-11T13:52:52
2,heme_consecutive,ALAS1,ALAD,HNSC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__ALAS1_vs_ALAD__HNSC_Tumor__spearman.pdf,2026-09-11T13:52:54
2,heme_consecutive,ALAD,HMBS,HNSC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__ALAD_vs_HMBS__HNSC_Tumor__spearman.pdf,2026-09-11T13:52:57
2,heme_consecutive,HMBS,UROS,HNSC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__HMBS_vs_UROS__HNSC_Tumor__spearman.pdf,2026-09-11T13:53:01
2,heme_consecutive,UROS,UROD,HNSC_Tumor,spearman,success,./gepia_pdfs/ph2__heme_consecutive__UROS_vs_UROD__HNSC_Tumor__spearman.pdf,2026-09-11T13:53:05
